Unique_ID,Finance,Production,Reserves / Exploration / Acquisitions / Mergers / Divestments,Environment / Regulatory / Geopolitics,Alternative Energy / Lower Carbon,Oil Price / Natural Gas Price / Gasoline Price
PQ-2375662821,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2375523303,Negative,Neutral,Negative,Neutral,Neutral,Negative
PQ-2375517056,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385089469,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385089263,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385087258,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2385087219,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2366423392,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2354941755,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2336263997,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2332194215,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2326450517,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2314594764,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2312644989,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2272287509,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2271900072,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2278334810,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2278334786,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2278329287,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2278329235,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2278328891,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2262131970,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2261999971,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2261514857,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2260340867,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2259735473,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2247424426,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2247225250,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2245690912,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2236244449,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232884983,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2249624431,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2249624370,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2249623465,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2249623459,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232661063,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232338908,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232155537,Neutral,Neutral,Negative,Neutral,Neutral,Neutral
PQ-2915667084,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2780954937,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2765948973,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2714552217,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2714237498,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2709242346,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2709015930,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2715331364,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2621455984,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2618289000,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2618285246,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2618285118,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2615699181,Positive,Positive,Neutral,Negative,Neutral,Positive
PQ-2610962128,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2641700603,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2614952718,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2614950768,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2614950670,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2614950617,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2611375599,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2611375053,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2611374672,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2611373793,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2611373604,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2611373002,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2611372936,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2610250252,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2610250202,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2610248581,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2610247872,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2597650750,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2597480730,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2586953407,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2586952097,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2578637064,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2580602162,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2559417204,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2559197839,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2558830713,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2565937579,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2565937527,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2565936858,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2565935835,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2565738753,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2542576946,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2541823210,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2551428950,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2551427085,Neutral,Neutral,Neutral,Negative,Neutral,Positive
PQ-2551426854,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2551426815,Neutral,Neutral,Neutral,Negative,Neutral,Positive
PQ-2540483878,Neutral,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2540359490,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2539486702,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2538361384,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2533605272,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2530165512,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2542139117,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2538943178,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2519375879,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2529616114,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2515802700,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2515002715,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2509222446,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2502235545,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2493617856,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2491639003,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2491638756,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2500916763,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2500916751,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2500916563,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2488007818,Positive,Positive,Neutral,Neutral,Positive,Positive
PQ-2497624101,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2497624050,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2497623387,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2497623376,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2486118769,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2483003353,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2480243210,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2476170254,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2475281929,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2472388169,Negative,Neutral,Negative,Neutral,Neutral,Neutral
PQ-2471455919,Negative,Neutral,Negative,Neutral,Neutral,Negative
PQ-2464858006,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2459192716,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2456880308,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2455687820,Positive,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2455547594,Positive,Neutral,Neutral,Positive,Positive,Neutral
PQ-2455149667,Positive,Neutral,Neutral,Neutral,Positive,Neutral
PQ-2448400168,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2456192722,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2456191912,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2456191624,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2456191510,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2456191339,Negative,Negative,Neutral,Negative,Neutral,Negative
PQ-2447228410,Neutral,Negative,Neutral,Positive,Positive,Neutral
PQ-2447723422,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2447722618,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2447722405,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2447722233,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
PQ-2434689154,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2443213342,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2434339058,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2430570548,Neutral,Negative,Negative,Positive,Positive,Negative
PQ-2430570502,Negative,Negative,Negative,Positive,Positive,Negative
PQ-2428414647,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2428414300,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2434360032,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2424031967,Negative,Negative,Negative,Positive,Positive,Negative
PQ-2429953720,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2429948829,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2429945840,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2429945546,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2429609613,Neutral,Neutral,Negative,Positive,Positive,Negative
PQ-2429609377,Neutral,Neutral,Negative,Positive,Positive,Negative
PQ-2429609174,Neutral,Neutral,Negative,Positive,Positive,Negative
PQ-2429344214,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2429342941,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2429342817,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2418740311,Negative,Negative,Negative,Positive,Positive,Negative
PQ-2418714654,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403544968,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407944413,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407944080,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407943816,Neutral,Neutral,Neutral,Positive,Positive,Negative
PQ-2407943642,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2407943640,Neutral,Neutral,Neutral,Positive,Positive,Negative
PQ-2407943345,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2396283527,Negative,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2403827550,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403826169,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403826097,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2403825626,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2390190170,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2402645064,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2402643683,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2400135275,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2400134581,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2400134573,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2392049396,Positive,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2387561079,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397157342,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397155047,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2397154867,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395086364,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395085768,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395085160,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395085140,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395084010,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2395083593,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395082432,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395082322,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2395082181,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2394467776,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2394467344,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2394466593,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2394466561,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2381656531,Neutral,Negative,Negative,Neutral,Neutral,Negative
PQ-2375614213,Negative,Negative,Negative,Negative,Neutral,Negative
PQ-2375613078,Negative,Negative,Negative,Negative,Neutral,Negative
PQ-2359072479,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2355142751,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2372475570,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2372474839,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2372467343,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2372465983,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2372463279,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2330759161,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340539718,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340532520,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340531306,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340530573,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2340528979,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2320913791,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2319554776,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2327154516,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2327147995,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2314603636,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2313929885,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2312275152,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2310616917,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2308326373,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2305548149,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2290860281,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2285391954,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2284642792,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2298561077,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2298560119,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2277702714,Positive,Neutral,Positive,Positive,Positive,Neutral
PQ-2277702225,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2274083074,Neutral,Positive,Neutral,Negative,Neutral,Neutral
PQ-2287215042,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2283225329,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2267279580,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2253584629,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2235267310,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2232352361,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-3037757377,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-3034936229,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-3034118895,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2957826256,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2954116709,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2955965558,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2933527221,Neutral,Negative,Neutral,Negative,Neutral,Neutral
PQ-2931067902,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2928753906,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2923399888,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2924148432,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2923254737,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2923149992,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2922727797,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2922346971,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2921870202,Positive,Positive,Neutral,Negative,Neutral,Positive
PQ-2919769187,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2919732568,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2919805855,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2916902845,Positive,Positive,Positive,Neutral,Neutral,Neutral
PQ-2928067560,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2927882057,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2927732143,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2915859725,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2915809384,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2915479291,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2914936625,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2914933985,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2912926016,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2912953218,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2908277808,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2917112783,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2903882420,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2903882408,Neutral,Neutral,Neutral,Negative,Neutral,Positive
PQ-2903767092,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2903430594,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2903783400,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2901391953,Negative,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2901360881,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2900978210,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2900845819,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900527436,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900527435,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2900432367,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2907825004,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2906625011,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2886736113,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2886569130,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2896605966,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2885232902,Neutral,Neutral,Neutral,Positive,Positive,Neutral
PQ-2895522572,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2895522535,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2884523360,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2877472087,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2877145269,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2888452183,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2874573511,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2872253343,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2883405318,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2866890507,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2878912316,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2878912051,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2877233467,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2877032555,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864446862,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864366548,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864804237,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2864372626,Negative,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864172919,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2864097344,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2864069821,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2863990060,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2863991899,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
PQ-2863932953,Neutral,Neutral,Neutral,Negative,Negative,Neutral
PQ-2858572767,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2858567139,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2856323668,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2859362608,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2844935115,Positive,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2844497722,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2843163212,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2836810852,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2836774040,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2832231220,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2831693163,Neutral,Positive,Positive,Neutral,Neutral,Neutral
PQ-2831508166,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2831459410,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2831406500,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2828639346,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2827014825,Positive,Negative,Neutral,Negative,Neutral,Neutral
PQ-2825379121,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2822174990,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2817138578,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2814216718,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2813842288,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2824151507,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2812379769,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2811453176,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2821483593,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2808478069,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2808350582,Positive,Neutral,Neutral,Neutral,Neutral,Negative
PQ-2805589691,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2805400328,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2805399532,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2802523074,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2791736960,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2791072308,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2780984700,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2780693963,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2779867897,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2777029184,Positive,Neutral,Positive,Neutral,Positive,Neutral
PQ-2775359421,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2785835825,Positive,Neutral,Neutral,Negative,Neutral,Positive
PQ-2774343764,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2774052500,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2773528002,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2773514610,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2771527487,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2771337568,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2770728274,Neutral,Neutral,Positive,Neutral,Neutral,Neutral
PQ-2791896503,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2768541761,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2768180603,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2767699611,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2765852429,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2765268951,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2765245426,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2764835788,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2755290353,Neutral,Neutral,Neutral,Neutral,Neutral,Positive
PQ-2755290314,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2753329729,Positive,Positive,Neutral,Neutral,Neutral,Positive
PQ-2747179344,Neutral,Neutral,Neutral,Negative,Negative,Neutral
PQ-2740839174,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
PQ-2794599395,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
