,Unique_ID,Ticker,Source,Date,Article Headline,Neutral,Positive,Negative
3989,IR-4143,MPC,Investment Research,2021-03-10,MPC: A6 Report for 03/10/2021,0.10423514832343374,0.31993607830788406,0.5758287880037513
3990,IR-4144,TTE,Investment Research,2021-03-08,TOTAL SE,0.2731472449377179,0.2308592838817276,0.4959934976650402
3991,IR-4145,HES,Investment Research,2021-03-06,Hess Corporation,0.24890022383381924,0.15829927106905314,0.5928004978017675
3992,IR-4146,XOM,Investment Research,2021-03-06,Exxon Mobil Corporation,0.15244794784880736,0.3436484878115794,0.5039035668048788
3993,IR-4147,BP,Investment Research,2021-03-06,BP p.l.c.,0.2465970547636971,0.2674250564305112,0.48597787821199745
3994,IR-4148,TTE,Investment Research,2021-03-06,TOTAL SE,0.2373258218936184,0.21593392306171796,0.5467402691788533
3995,IR-4149,VLO,Investment Research,2021-03-06,Valero Energy Corporation,0.16881495626533732,0.45965612109969645,0.3715289270176607
3996,IR-415,PDCE,Investment Research,2023-03-04,"PDC Energy, Inc.",0.34809765811352167,0.2417598926626584,0.41014245798920884
3997,IR-4150,PSX,Investment Research,2021-03-06,Phillips 66,0.15503855838495142,0.26247116945245685,0.5824902778600946
3998,IR-4151,SHEL,Investment Research,2021-03-06,Royal Dutch Shell plc,0.13637208083973212,0.3659851450801772,0.4976427869542557
3999,IR-4152,MPC,Investment Research,2021-03-06,Marathon Petroleum Corporation,0.16386586893349886,0.38901628921222353,0.44711783052318627
4000,IR-4153,OXY,Investment Research,2021-03-06,Occidental Petroleum Corporation,0.17772376459712783,0.3388627703405089,0.48341346749415
4001,IR-4154,XOM,Investment Research,2021-03-03,Exxon Mobil Corporation,0.15717293259998164,0.36255139112472534,0.4802756819667088
4002,IR-4155,MPC,Investment Research,2021-03-03,MPC: A6 Report for 03/03/2021,0.13849350597177232,0.27132966422608923,0.5901768164975303
4003,IR-4156,OXY,Investment Research,2021-03-01,Reaffirming HOLD following 4Q20 results,0.11078504480731984,0.3863387395783017,0.5028761952028921
4004,IR-4157,HES,Investment Research,2021-02-27,Hess Corporation,0.22937848274078634,0.2265402450122767,0.5440812818706036
4005,IR-4158,XOM,Investment Research,2021-02-27,Exxon Mobil Corporation,0.19403659148762623,0.43853580770600176,0.36742759951286846
4006,IR-4159,BP,Investment Research,2021-02-27,BP p.l.c.,0.28132449137046933,0.250374332012143,0.4683011819142848
4007,IR-416,PXD,Investment Research,2023-03-04,Pioneer Natural Resources Company,0.3156544238000232,0.17576392564703436,0.5085816387744511
4008,IR-4160,VLO,Investment Research,2021-02-27,Valero Energy Corporation,0.19643785114235737,0.3718382355702274,0.43172391350654993
4009,IR-4161,TTE,Investment Research,2021-02-27,TOTAL SE,0.2717440689311308,0.17577470937634215,0.5524812245412785
4010,IR-4162,PSX,Investment Research,2021-02-27,Phillips 66,0.15941878769765883,0.2794280712328413,0.5611531264422571
4011,IR-4163,SHEL,Investment Research,2021-02-27,Royal Dutch Shell plc,0.1544767455471789,0.33135718726279106,0.5141660653273848
4012,IR-4164,MPC,Investment Research,2021-02-27,Marathon Petroleum Corporation,0.17672589131527477,0.3590353546767599,0.4642387461952037
4013,IR-4165,OXY,Investment Research,2021-02-27,Occidental Petroleum Corporation,0.1643937308755186,0.356501679143144,0.47910459784583914
4014,IR-4166,OXY,Investment Research,2021-02-25,Occidental Petroleum Corporation,0.17893719611068568,0.35740921392829883,0.46365359104755854
4015,IR-4167,MPC,Investment Research,2021-02-24,MPC: A6 Report for 02/24/2021,0.08924992834883076,0.3331635156646371,0.5775865438793387
4016,IR-4168,HES,Investment Research,2021-02-20,Hess Corporation,0.2715593246329162,0.2002145344287985,0.5282261215357317
4017,IR-4169,XOM,Investment Research,2021-02-20,Exxon Mobil Corporation,0.21267274813726544,0.4056578450836241,0.3816694201280673
4018,IR-417,COP,Investment Research,2023-03-04,ConocoPhillips,0.3004810576768298,0.12188843823969364,0.5776305168278908
4019,IR-4170,BP,Investment Research,2021-02-20,BP p.l.c.,0.29053722554817796,0.2407404876430519,0.4687223092187196
4020,IR-4171,VLO,Investment Research,2021-02-20,Valero Energy Corporation,0.2110282367314486,0.3815302327275276,0.4074415506466347
4021,IR-4172,TTE,Investment Research,2021-02-20,TOTAL SE,0.2675365938202423,0.18446458481690464,0.5479988136931377
4022,IR-4173,PSX,Investment Research,2021-02-20,Phillips 66,0.159719219102579,0.27104826474233584,0.5692325127037132
4023,IR-4174,SHEL,Investment Research,2021-02-20,Royal Dutch Shell plc,0.14533178601413965,0.3435235989334829,0.5111446094644421
4024,IR-4175,MPC,Investment Research,2021-02-20,Marathon Petroleum Corporation,0.19130620308634308,0.3663308558364709,0.44236294087022543
4025,IR-4176,OXY,Investment Research,2021-02-20,Occidental Petroleum Corporation,0.18448591247004897,0.40212607609206125,0.4133880053107676
4026,IR-4177,MPC,Investment Research,2021-02-17,MPC: A6 Report for 02/17/2021,0.08749455266765185,0.24508846644312143,0.6674170078975814
4027,IR-4178,HES,Investment Research,2021-02-13,Hess Corporation,0.26002572901133036,0.18698514428817564,0.5529891200777557
4028,IR-4179,XOM,Investment Research,2021-02-13,Exxon Mobil Corporation,0.2219054143772357,0.40656333577094805,0.3715312467474077
4029,IR-418,MRO,Investment Research,2023-03-04,Marathon Oil Corporation,0.32461232986105115,0.27233855926284667,0.4030491034255216
4030,IR-4180,BP,Investment Research,2021-02-13,BP p.l.c.,0.29676206910517067,0.24127489159582183,0.46196303388569504
4031,IR-4181,VLO,Investment Research,2021-02-13,Valero Energy Corporation,0.21130301403429577,0.37012694118654027,0.4185700614881866
4032,IR-4182,TTE,Investment Research,2021-02-13,TOTAL SE,0.27346860683139634,0.18716416557264678,0.5393672258976627
4033,IR-4183,OXY,Investment Research,2021-02-13,Occidental Petroleum Corporation,0.19211103865190557,0.3929013676549259,0.41498759281086295
4034,IR-4184,PSX,Investment Research,2021-02-13,Phillips 66,0.15696463339469013,0.27179629257058396,0.5712390715146766
4035,IR-4185,SHEL,Investment Research,2021-02-13,Royal Dutch Shell plc,0.14639513463001042,0.34169946145266294,0.5119054006303058
4036,IR-4186,MPC,Investment Research,2021-02-13,Marathon Petroleum Corporation,0.19989190292027262,0.34952343436371947,0.4505846594563789
4037,IR-4187,TTE,Investment Research,2021-02-11,TOTAL SE,0.272813588819083,0.20845336960080793,0.5187330363208756
4038,IR-4188,TTE,Investment Research,2021-02-10,TOTAL SE,0.2823486856909262,0.16156287160184649,0.5560884428107076
4039,IR-4189,XOM,Investment Research,2021-02-10,Beyond Petrostates: The burning need to cut oil dependence in the energy transition,0.11725808076722466,0.13406076962533203,0.7486811460036299
4040,IR-419,PXD,Investment Research,2023-03-03,Pioneer Natural Resources Company,0.33239394209037226,0.1471222361239294,0.5204838137659762
4041,IR-4190,MPC,Investment Research,2021-02-10,MPC: A6 Report for 02/10/2021,0.09742853630866323,0.24632755108177662,0.656243943210159
4042,IR-4191,SHEL,Investment Research,2021-02-09,Boosting target to $44,0.10400331689214165,0.3772069241174243,0.5187897504391995
4043,IR-4192,SHEL,Investment Research,2021-02-08,Royal Dutch Shell plc,0.14172756167895653,0.3290452824576813,0.5292271570686031
4044,IR-4193,HES,Investment Research,2021-02-06,Hess Corporation,0.2713359779574805,0.1899710837751627,0.5386929223313928
4045,IR-4194,XOM,Investment Research,2021-02-06,Exxon Mobil Corporation,0.23407268358601463,0.37485557965313393,0.3910717184965809
4046,IR-4195,BP,Investment Research,2021-02-06,BP p.l.c.,0.3026927128667012,0.2344368954654783,0.4628703882917762
4047,IR-4196,VLO,Investment Research,2021-02-06,Valero Energy Corporation,0.20837028713568168,0.37691461283932715,0.41471511761055274
4048,IR-4197,TTE,Investment Research,2021-02-06,TOTAL SE,0.2758893906412756,0.21979733737295165,0.5043132732457974
4049,IR-4198,PSX,Investment Research,2021-02-06,Phillips 66,0.1608742348411504,0.2691692010335186,0.5699565511415986
4050,IR-4199,SHEL,Investment Research,2021-02-06,Royal Dutch Shell plc,0.14607928291661665,0.36064618988893926,0.49327452247962356
4051,IR-42,MRO,Investment Research,2024-03-30,Marathon Oil Corporation,0.2153554592085512,0.3956023924738953,0.38904214973904583
4052,IR-420,EOG,Investment Research,2023-03-03,"EOG Resources, Inc.",0.41416975307381815,0.1175373527738783,0.4682928909444147
4053,IR-4200,MPC,Investment Research,2021-02-06,Marathon Petroleum Corporation,0.19956624352683625,0.35007947279761237,0.4503542775702145
4054,IR-4201,OXY,Investment Research,2021-02-06,Occidental Petroleum Corporation,0.17589654057825865,0.42079534572794247,0.40330810933128786
4055,IR-4202,XOM,Investment Research,2021-02-05,Reiterating HOLD following 4Q20 results,0.16061632886218527,0.30026459267052513,0.5391190773031364
4056,IR-4203,SHEL,Investment Research,2021-02-04,Royal Dutch Shell plc,0.1758490070591078,0.32744523510336876,0.49670576731510024
4057,IR-4204,BP,Investment Research,2021-02-04,Reiterating HOLD following 4Q20 results,0.11454854118214412,0.38420905867083505,0.5012424088675868
4058,IR-4205,MPC,Investment Research,2021-02-04,MPC: A6 Report for 02/04/2021,0.09216998756996223,0.24214197642036847,0.665688050112554
4059,IR-4206,MPC,Investment Research,2021-02-03,Marathon Petroleum Corporation,0.1594803346734908,0.3597295174064736,0.4807901546979944
4060,IR-4207,BP,Investment Research,2021-02-03,BP p.l.c.,0.27303120954071775,0.2588024334434201,0.46816635964547887
4061,IR-4208,XOM,Investment Research,2021-02-03,Exxon Mobil Corporation,0.21626046211976144,0.3848591897533172,0.3988803590958317
4062,IR-4209,XOM,Investment Research,2021-02-02,Exxon Mobil Corporation,0.15420314198773769,0.3626109672606819,0.4831859028587739
4063,IR-421,EOG,Investment Research,2023-03-03,Reiterating BUY,0.22320315360345624,0.20474892143498769,0.5720479422333565
4064,IR-4210,MPC,Investment Research,2021-02-02,Marathon Petroleum Corporation,0.21179051148808664,0.26030185296096736,0.5279076568161448
4065,IR-4211,XOM,Investment Research,2021-02-01,Exxon Mobil Corporation,0.1644995205202385,0.4627113051124309,0.3727891944152744
4066,IR-4212,PSX,Investment Research,2021-02-01,Phillips 66,0.15771863423287868,0.24786093887976474,0.5944204375975661
4067,IR-4213,PSX,Investment Research,2021-02-01,Raising price target to $76,0.08909555904877682,0.2825105849963923,0.6283938655008873
4068,IR-4214,VLO,Investment Research,2021-02-01,Reiterating BUY following 4Q20 results,0.10074765810912306,0.3344201020557772,0.5648322306912054
4069,IR-4215,HES,Investment Research,2021-01-30,Hess Corporation,0.23725785822090176,0.2249807724211779,0.537761371375786
4070,IR-4216,XOM,Investment Research,2021-01-30,Exxon Mobil Corporation,0.1170789310708642,0.38329027461655,0.4996308041188647
4071,IR-4217,BP,Investment Research,2021-01-30,BP p.l.c.,0.2522327832001097,0.25239708827918067,0.4953701328486204
4072,IR-4218,VLO,Investment Research,2021-01-30,Valero Energy Corporation,0.1721032112289001,0.4063281291986213,0.421568684389486
4073,IR-4219,TTE,Investment Research,2021-01-30,TOTAL SE,0.2980567930156694,0.21664914932540236,0.4852940537692869
4074,IR-422,MRO,Investment Research,2023-03-01,Marathon Oil Corporation,0.3627570423934805,0.24865890323723616,0.38858404500704063
4075,IR-4220,PSX,Investment Research,2021-01-30,Phillips 66,0.11563063708736616,0.2862322750117849,0.5981370968853726
4076,IR-4221,SHEL,Investment Research,2021-01-30,Royal Dutch Shell plc,0.21411162833957112,0.31290633313576965,0.47298202455482063
4077,IR-4222,MPC,Investment Research,2021-01-30,Marathon Petroleum Corporation,0.19345124785063994,0.3675895798433986,0.4389591757208109
4078,IR-4223,OXY,Investment Research,2021-01-30,Occidental Petroleum Corporation,0.17796288886548658,0.4237526650785616,0.39828443625255633
4079,IR-4224,PSX,Investment Research,2021-01-30,Phillips 66,0.11563063708736616,0.2862322750117849,0.5981370968853726
4080,IR-4225,HES,Investment Research,2021-01-29,Reaffirm HOLD following 4Q20 financial results,0.1778871390968561,0.2450748633593321,0.5770380010828375
4081,IR-4226,VLO,Investment Research,2021-01-29,Valero Energy Corporation,0.2496830307166366,0.29939453084679213,0.4509224302190192
4082,IR-4227,XOM,Investment Research,2021-01-28,Exxon Mobil Corporation,0.13865167807994616,0.3757695452724066,0.4855787678518229
4083,IR-4228,HES,Investment Research,2021-01-28,Hess Corporation,0.2421258772826857,0.20288198793099987,0.5549921176085869
4084,IR-4229,VLO,Investment Research,2021-01-28,Valero Energy Corporation,0.15947909817537842,0.41091385670006275,0.429607046987204
4085,IR-423,PXD,Investment Research,2023-02-28,Reaffirming BUY following 4Q22 results,0.15479946610602466,0.2788681276989254,0.5663323913785544
4086,IR-4230,HES,Investment Research,2021-01-27,Hess Corporation,0.21917766787939602,0.3128446694980893,0.46797767498840886
4087,IR-4231,MPC,Investment Research,2021-01-27,MPC: A6 Report for 01/27/2021,0.10540493285017354,0.24118747056594916,0.6534076024379049
4088,IR-4232,HES,Investment Research,2021-01-23,Hess Corporation,0.29589905305248165,0.2684614873594708,0.43563945984674823
4089,IR-4233,XOM,Investment Research,2021-01-23,Exxon Mobil Corporation,0.1042377674842582,0.4093997262089568,0.48636250603286657
4090,IR-4234,BP,Investment Research,2021-01-23,BP p.l.c.,0.2403472527204191,0.2632779875660644,0.49637475675519777
4091,IR-4235,VLO,Investment Research,2021-01-23,Valero Energy Corporation,0.20529949298018918,0.34100447710165205,0.4536960195092594
4092,IR-4236,TTE,Investment Research,2021-01-23,TOTAL SE,0.2908999765401377,0.2203454667264048,0.48875455656910644
4093,IR-4237,PSX,Investment Research,2021-01-23,Phillips 66,0.10969191160984337,0.32771097123622894,0.5625971142435446
4094,IR-4238,SHEL,Investment Research,2021-01-23,Royal Dutch Shell plc,0.21356829414691994,0.3133435208240853,0.47308819762924137
4095,IR-4239,MPC,Investment Research,2021-01-23,Marathon Petroleum Corporation,0.20126742652306953,0.36163042749588686,0.4371021669358015
4096,IR-424,EOG,Investment Research,2023-02-27,"EOG Resources, Inc.",0.2888661015997915,0.20211867390967467,0.5090152415282586
4097,IR-4240,OXY,Investment Research,2021-01-23,Occidental Petroleum Corporation,0.17708048425418765,0.42589189126891525,0.39702762741791575
4098,IR-4241,MPC,Investment Research,2021-01-20,MPC: A6 Report for 01/20/2021,0.032993875976119726,0.4618455469608307,0.5051605813205242
4099,IR-4242,HES,Investment Research,2021-01-16,Hess Corporation,0.2871876242570579,0.27748038925023544,0.4353319721089469
4100,IR-4243,XOM,Investment Research,2021-01-16,Exxon Mobil Corporation,0.11946817021816969,0.3996280911104644,0.4809037221266943
4101,IR-4244,BP,Investment Research,2021-01-16,BP p.l.c.,0.2309318331672865,0.2792336310753051,0.4898345281972605
4102,IR-4245,VLO,Investment Research,2021-01-16,Valero Energy Corporation,0.20907396072631373,0.33781636281705957,0.4531096767853288
4103,IR-4246,TTE,Investment Research,2021-01-16,TOTAL SE,0.3132440038025379,0.2058120215421214,0.48094398802255883
4104,IR-4247,PSX,Investment Research,2021-01-16,Phillips 66,0.10728820599615574,0.3290324890986085,0.5636792945442721
4105,IR-4248,SHEL,Investment Research,2021-01-16,Royal Dutch Shell plc,0.21012565931853125,0.3153373797369354,0.4745369641219868
4106,IR-4249,MPC,Investment Research,2021-01-16,Marathon Petroleum Corporation,0.18778031640168694,0.3684913895299865,0.4437282950513893
4107,IR-425,MRO,Investment Research,2023-02-27,Maintaining HOLD following 4Q22 results,0.15897491049360146,0.23692618682980537,0.6040989001366225
4108,IR-4250,OXY,Investment Research,2021-01-16,Occidental Petroleum Corporation,0.18038790486752987,0.4186523125850056,0.4009597839689569
4109,IR-4251,MPC,Investment Research,2021-01-15,Marathon Petroleum Corporation,0.13722032815631893,0.3555786354570753,0.5072010307469301
4110,IR-4252,MPC,Investment Research,2021-01-13,MPC: A6 Report for 01/13/2021,0.03382689119981868,0.4502737080412252,0.5158994219132832
4111,IR-4253,HES,Investment Research,2021-01-09,Hess Corporation,0.2922493853709764,0.2753473266234828,0.4324032767779297
4112,IR-4254,XOM,Investment Research,2021-01-09,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4113,IR-4255,BP,Investment Research,2021-01-09,BP p.l.c.,0.24795625556041212,0.26626207334372926,0.4857816613991471
4114,IR-4256,VLO,Investment Research,2021-01-09,Valero Energy Corporation,0.17500900455257473,0.38318020110840306,0.44181078628582116
4115,IR-4257,TTE,Investment Research,2021-01-09,TOTAL SE,0.2877098745940363,0.2321714271298226,0.4801186994813821
4116,IR-4258,PSX,Investment Research,2021-01-09,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4117,IR-4259,SHEL,Investment Research,2021-01-09,Royal Dutch Shell plc,0.19263018470476656,0.3499650371206157,0.45740479636279974
4118,IR-426,DVN,Investment Research,2023-02-25,Devon Energy Corporation,0.333692985422471,0.14720595189753702,0.5191010433961364
4119,IR-4260,MPC,Investment Research,2021-01-09,Marathon Petroleum Corporation,0.15805561043736008,0.2947143369561268,0.5472300425171852
4120,IR-4261,OXY,Investment Research,2021-01-09,Occidental Petroleum Corporation,0.18765678310668782,0.3904125699773431,0.4219306474061389
4121,IR-4262,MPC,Investment Research,2021-01-06,MPC: A6 Report for 01/06/2021,0.03345755022019148,0.4598155325012548,0.5067269184759685
4122,IR-4263,HES,Investment Research,2021-01-02,Hess Corporation,0.28799529570258325,0.2860086345527735,0.4259960812826951
4123,IR-4264,XOM,Investment Research,2021-01-02,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4124,IR-4265,BP,Investment Research,2021-01-02,BP p.l.c.,0.24574080843697577,0.25848581893917394,0.4957733715281767
4125,IR-4266,VLO,Investment Research,2021-01-02,Valero Energy Corporation,0.1769781974966035,0.37855332426945953,0.44446847105727477
4126,IR-4267,TTE,Investment Research,2021-01-02,TOTAL SE,0.2993620935389224,0.2192215315230629,0.4814163850729956
4127,IR-4268,PSX,Investment Research,2021-01-02,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4128,IR-4269,SHEL,Investment Research,2021-01-02,Royal Dutch Shell plc,0.1834738066091257,0.3444528157329735,0.4720733865876408
4129,IR-427,EOG,Investment Research,2023-02-25,"EOG Resources, Inc.",0.37027421358096246,0.18593008536845446,0.4437956946956761
4130,IR-4270,MPC,Investment Research,2021-01-02,Marathon Petroleum Corporation,0.15805561043736008,0.2947143369561268,0.5472300425171852
4131,IR-4271,OXY,Investment Research,2021-01-02,Occidental Petroleum Corporation,0.18306403484587608,0.3928553765443595,0.4240805685618206
4132,IR-4272,MPC,Investment Research,2020-12-31,MPC: A6 Report for 12/30/2020,0.03483738124902759,0.44032703446490423,0.524835630985243
4133,IR-4273,HES,Investment Research,2020-12-26,Hess Corporation,0.3099675301151971,0.27431600597790545,0.41571645480063224
4134,IR-4274,XOM,Investment Research,2020-12-26,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4135,IR-4275,BP,Investment Research,2020-12-26,BP p.l.c.,0.2576290142229375,0.2519941560595351,0.4903768268139923
4136,IR-4276,VLO,Investment Research,2020-12-26,Valero Energy Corporation,0.15178465185796514,0.41359496023505926,0.4346204102039337
4137,IR-4277,TTE,Investment Research,2020-12-26,TOTAL SE,0.30853046389187083,0.20406459047294714,0.4874049650833887
4138,IR-4278,PSX,Investment Research,2020-12-26,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4139,IR-4279,SHEL,Investment Research,2020-12-26,Royal Dutch Shell plc,0.1783198581679779,0.341898394145948,0.4797817375510931
4140,IR-428,PDCE,Investment Research,2023-02-25,"PDC Energy, Inc.",0.3555476206409581,0.2258929977850879,0.4185593682615196
4141,IR-4280,MPC,Investment Research,2020-12-26,Marathon Petroleum Corporation,0.15805561043736008,0.2947143369561268,0.5472300425171852
4142,IR-4281,OXY,Investment Research,2020-12-26,Occidental Petroleum Corporation,0.18584226743367158,0.3908603516358294,0.4232973899496229
4143,IR-4282,HES,Investment Research,2020-12-19,Hess Corporation,0.27839426623864305,0.2848892481997609,0.4367164872172806
4144,IR-4283,XOM,Investment Research,2020-12-19,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4145,IR-4284,BP,Investment Research,2020-12-19,BP p.l.c.,0.24862375921186278,0.26567418133730397,0.48570206706576485
4146,IR-4285,TTE,Investment Research,2020-12-19,TOTAL SE,0.2945339108872063,0.2162290932610631,0.4892370001796414
4147,IR-4286,VLO,Investment Research,2020-12-19,Valero Energy Corporation,0.18489924807320623,0.3651872328756487,0.44991353669149037
4148,IR-4287,SHEL,Investment Research,2020-12-19,Royal Dutch Shell plc,0.18403092941597982,0.340435110963881,0.4755339465816231
4149,IR-4288,PSX,Investment Research,2020-12-19,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4150,IR-4289,OXY,Investment Research,2020-12-19,Occidental Petroleum Corporation,0.1697761010574667,0.42175395747548655,0.40846993882012994
4151,IR-429,PXD,Investment Research,2023-02-25,Pioneer Natural Resources Company,0.3802536862074501,0.11676296803893314,0.5029833449257745
4152,IR-4290,MPC,Investment Research,2020-12-19,Marathon Petroleum Corporation,0.15805561043736008,0.2947143369561268,0.5472300425171852
4153,IR-4291,MPC,Investment Research,2020-12-18,Marathon Petroleum Corporation,0.15805561043736008,0.2947143369561268,0.5472300425171852
4154,IR-4292,VLO,Investment Research,2020-12-17,Valero Energy – SEC Investigation Update,0.020372791681438684,0.09096873737871647,0.8886585235595703
4155,IR-4293,MPC,Investment Research,2020-12-16,MPC: A6 Report for 12/16/2020,0.03415981347539595,0.4398596047290734,0.5259805699544293
4156,IR-4294,XOM,Investment Research,2020-12-14,Groundhog Pay: How executive incentives trap companies in a loop of fossil growth,0.09983921446837485,0.10053052403964102,0.7996302594741186
4157,IR-4295,HES,Investment Research,2020-12-12,Hess Corporation,0.2848886411326627,0.2831487433674435,0.431962623157435
4158,IR-4296,XOM,Investment Research,2020-12-12,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4159,IR-4297,BP,Investment Research,2020-12-12,BP p.l.c.,0.2505814783713397,0.2611442377571674,0.4882742888568079
4160,IR-4298,VLO,Investment Research,2020-12-12,Valero Energy Corporation,0.17279430878732135,0.3993721231818199,0.42783357717973347
4161,IR-4299,TTE,Investment Research,2020-12-12,TOTAL SE,0.30678300088381066,0.21418192900498123,0.4790350600857945
4162,IR-430,COP,Investment Research,2023-02-25,ConocoPhillips,0.2985563230161604,0.1241729679566465,0.5772707037823764
4163,IR-4300,PSX,Investment Research,2020-12-12,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4164,IR-4301,SHEL,Investment Research,2020-12-12,Royal Dutch Shell plc,0.18940181405666998,0.3428606494494221,0.4677375201135874
4165,IR-4302,MPC,Investment Research,2020-12-12,Marathon Petroleum Corporation,0.19144424330443144,0.362864357057131,0.44569138685862225
4166,IR-4303,OXY,Investment Research,2020-12-12,Occidental Petroleum Corporation,0.17642564478477366,0.40538577598176506,0.4181885746748824
4167,IR-4304,MPC,Investment Research,2020-12-08,MPC: A6 Report for 12/08/2020,0.03420622340802636,0.4495044047279017,0.5162893759885004
4168,IR-4305,EQNR,Investment Research,2020-12-07,Norwegian Hydrogen Strategy,0.07298536350329717,0.04576672986149788,0.881247878074646
4169,IR-4306,PSX,Investment Research,2020-12-06,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4170,IR-4307,MPC,Investment Research,2020-12-06,Marathon Petroleum Corporation,0.1842793852297796,0.3600468970835209,0.4556737108570006
4171,IR-4308,HES,Investment Research,2020-12-06,Hess Corporation,0.28337182275330025,0.2841015719394717,0.43252659237219226
4172,IR-4309,SHEL,Investment Research,2020-12-06,Royal Dutch Shell plc,0.1843543421367512,0.33988497784251676,0.475760668187457
4173,IR-431,MRO,Investment Research,2023-02-25,Marathon Oil Corporation,0.3377762288889951,0.18214768595579597,0.4800760937440727
4174,IR-4310,VLO,Investment Research,2020-12-06,Valero Energy Corporation,0.18623357819502845,0.38116653597749334,0.43259988549877615
4175,IR-4311,TTE,Investment Research,2020-12-06,TOTAL SE,0.29101451113820076,0.22943689120823846,0.4795485986944507
4176,IR-4312,OXY,Investment Research,2020-12-06,Occidental Petroleum Corporation,0.16865764636742442,0.4226686763332078,0.40867368474994836
4177,IR-4313,XOM,Investment Research,2020-12-06,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4178,IR-4314,BP,Investment Research,2020-12-06,BP p.l.c.,0.26195083996828866,0.2523591382538571,0.4856900394181995
4179,IR-4315,XOM,Investment Research,2020-12-04,Exxon Mobil Corporation,0.10315306971056594,0.44762849243771696,0.44921842579626375
4180,IR-4316,HES,Investment Research,2020-12-03,Hess Corporation,0.27763963647578893,0.26514377185192545,0.4572165858392653
4181,IR-4317,MPC,Investment Research,2020-12-02,MPC: A6 Report for 12/02/2020,0.034377041671957285,0.44972079194017817,0.5159021796924728
4182,IR-4318,HES,Investment Research,2020-11-28,Hess Corporation,0.2963647376745939,0.3060883974346022,0.3975468571815226
4183,IR-4319,XOM,Investment Research,2020-11-28,Exxon Mobil Corporation,0.14920103860398135,0.49650886380631065,0.35429009588228333
4184,IR-432,PDCE,Investment Research,2023-02-23,"PDC Energy, Inc.",0.3024383665372928,0.2301150894102951,0.4674465289960305
4185,IR-4320,BP,Investment Research,2020-11-28,BP p.l.c.,0.23990058252478347,0.2703327188158737,0.4897666766363032
4186,IR-4321,TTE,Investment Research,2020-11-28,TOTAL SE,0.3145408918533255,0.19690341913305662,0.4885556700036806
4187,IR-4322,VLO,Investment Research,2020-11-28,Valero Energy Corporation,0.15479774477289004,0.4051694644834189,0.44003278542967406
4188,IR-4323,PSX,Investment Research,2020-11-28,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4189,IR-4324,SHEL,Investment Research,2020-11-28,Royal Dutch Shell plc,0.19117110545801766,0.3397283487241058,0.4691005543093471
4190,IR-4325,MPC,Investment Research,2020-11-28,Marathon Petroleum Corporation,0.1592600057936377,0.38816347604410517,0.45257651391956544
4191,IR-4326,OXY,Investment Research,2020-11-28,Occidental Petroleum Corporation,0.1933074741085109,0.38285442172108514,0.42383809456307636
4192,IR-4327,PSX,Investment Research,2020-11-25,Phillips 66,0.1195905956932727,0.22317032948793733,0.6572390805710765
4193,IR-4328,MPC,Investment Research,2020-11-24,MPC: A6 Report for 11/24/2020,0.034039588778146675,0.4434619535292898,0.5224984642118216
4194,IR-4329,HES,Investment Research,2020-11-21,Hess Corporation,0.30113400689636666,0.2979253817142712,0.4009406001617511
4195,IR-433,DVN,Investment Research,2023-02-23,Reaffirming BUY following 4Q results,0.20373801685248813,0.2251219138658295,0.5711400692040721
4196,IR-4330,XOM,Investment Research,2020-11-21,Exxon Mobil Corporation,0.14448608256255588,0.5039036446768377,0.3516102774689595
4197,IR-4331,BP,Investment Research,2020-11-21,BP p.l.c.,0.26413997284629764,0.23734459960285356,0.49851542601690574
4198,IR-4332,TTE,Investment Research,2020-11-21,TOTAL SE,0.316478868617731,0.19947331552119815,0.48404781136880903
4199,IR-4333,VLO,Investment Research,2020-11-21,Valero Energy Corporation,0.1629897826077307,0.3785678832517827,0.4584423424128224
4200,IR-4334,PSX,Investment Research,2020-11-21,Phillips 66,0.13375811695176013,0.2893547709921704,0.576887094470508
4201,IR-4335,SHEL,Investment Research,2020-11-21,Royal Dutch Shell plc,0.19338614356649272,0.3326720166403581,0.4739418310277602
4202,IR-4336,OXY,Investment Research,2020-11-21,Occidental Petroleum Corporation,0.19282461379311586,0.3862484311684966,0.4209269547933026
4203,IR-4337,MPC,Investment Research,2020-11-21,Marathon Petroleum Corporation,0.16762777790427208,0.39362189054696095,0.4387503301517831
4204,IR-4338,TTE,Investment Research,2020-11-19,TOTAL SE,0.28894943875425,0.22504881522892153,0.4860017497969024
